carrera,materia,comision_nombre,espacio,dia_semana,hora_inicio,hora_fin,activo,plan_estudio
Ingeniería Electromecánica,Probabilidad y Estadística,Curso 1,Aula 1.2,Martes,15:50,20:25,TRUE,2023
Ingeniería Electromecánica,Programación en Computación,Curso 1,Laboratorio informático 4,Martes,20:30,22:45,TRUE,2023
Ingeniería Electromecánica,Estabilidad,Curso 1,Laboratorio informático 5,Miércoles,15:50,18:05,TRUE,2023
Ingeniería Electromecánica,Estabilidad,Curso 1,Laboratorio informático 6,Miércoles,15:50,18:05,TRUE,2023
Ingeniería Electromecánica,Estabilidad,Curso 1,Aula 1.2,Miércoles,18:10,20:25,TRUE,2023
Ingeniería Electromecánica,Matemática para Ing. Electromecánica,Curso 1,Aula 1.2,Miércoles,20:30,22:45,TRUE,2023
Ingeniería Electromecánica,Conocimiento de Materiales,Curso 1,Aula 1.2,Jueves,18:10,22:00,TRUE,2023
Ingeniería Electromecánica,Matemática para Ing. Electromecánica,Curso 1,Aula 1.1,Viernes,15:50,18:05,TRUE,2023
Ingeniería Electromecánica,Ingeniería Electromecánica II,Curso 1,Aula 2.8,Viernes,18:10,19:40,TRUE,2023
Ingeniería Electromecánica,Electrotecnia,Curso 1,,Lunes,18:10,20:25,TRUE,2023
Ingeniería Electromecánica,Tecnología Mecánica,Curso 1,,Lunes,20:30,22:45,TRUE,2023
Ingeniería Electromecánica,Electrotecnia,Curso 1,,Martes,18:10,20:25,TRUE,2023
Ingeniería Electromecánica,Doc. Tec. Elect.,Curso 1,,Martes,21:15,22:45,TRUE,2023
Ingeniería Electromecánica,Doc. Tec. Elect.,Curso 1,,Miércoles,16:35,18:05,TRUE,2023
Ingeniería Electromecánica,Ingeniería Electromecánica III,Curso 1,,Miércoles,18:10,20:25,TRUE,2023
Ingeniería Electromecánica,Mecánica y Mecanismos,Curso 1,,Miércoles,20:30,22:45,TRUE,2023
Ingeniería Electromecánica,Tecnología Mecánica,Curso 1,,Jueves,18:10,22:45,TRUE,2023
Ingeniería Electromecánica,Mecánica y Mecanismos,Curso 1,,Viernes,18:10,22:00,TRUE,2023
Ingeniería Electromecánica,Mecánica de los Fluidos,Curso 1,Laboratorio informático 4,Lunes,16:35,18:55,TRUE,2023
Ingeniería Electromecánica,Mecánica de los Fluidos,Curso 1,Aula 2.4,Lunes,18:55,20:25,TRUE,2023
Ingeniería Electromecánica,E. Renov. Elect.,Curso 1,Aula 2.4,Lunes,20:30,22:00,TRUE,2023
Ingeniería Electromecánica,Máquinas Eléctricas ,Curso 1,Aula 1.5,Martes,19:40,21:15,TRUE,2023
Ingeniería Electromecánica,Legislación,Curso 1,Aula 1.5,Martes,21:15,22:45,TRUE,2023
Ingeniería Electromecánica,Elementos de Máquinas,Curso 1,Aula 1.1,Miércoles,15:00,17:20,TRUE,2023
Ingeniería Electromecánica,Elementos de Máquinas,Curso 1,Aula 2.4,Miércoles,17:20,19:40,TRUE,2023
Ingeniería Electromecánica,Electrónica Industrial,Curso 1,Aula 2.4,Miércoles,19:40,22:00,TRUE,2023
Ingeniería Electromecánica,Mediciones Eléctricas,Curso 1,Aula 2.4,Jueves,18:10,20:25,TRUE,2023
Ingeniería Electromecánica,Electrónica Industrial,Curso 1,Aula 1.5,Viernes,16:35,18:55,TRUE,2023
Ingeniería Electromecánica,Mediciones Eléctricas,Curso 1,Aula 1.5,Viernes,18:55,22:45,TRUE,2023
Ingeniería Electromecánica,E. Renov. Elect.,Curso 1,Aula 2.4,Sábado,07:45,10:00,TRUE,2023
Ingeniería Electromecánica,Máquinas Eléctricas ,Curso 1,Aula 2.4,Sábado,10:10,12:25,TRUE,2023
Ingeniería Electromecánica,Instalaciones Térmicas Mecánicas y Frigoríficas,Curso 1,Aula 2.3,Lunes,18:10,22:45,TRUE,2023
Ingeniería Electromecánica,Automatización y Control Industrial,Curso 1,Aula 2.3,Martes,18:10,22:45,TRUE,2023
Ingeniería Electromecánica,Redes de Distribución e Instalaciones Eléctricas,Curso 1,Aula 2.3,Miércoles,18:10,22:00,TRUE,2023
Ingeniería Electromecánica,Oper.de Sist. Eléct.Potencia,Curso 1,Aula 1.5,Jueves,16:35,19:40,TRUE,2023
Ingeniería Electromecánica,Robótica,Curso 1,Aula 2.3,Jueves,19:40,22:45,TRUE,2023
Ingeniería Electromecánica,Proyecto Final,Curso 1,Aula 2.3,Viernes,17:20,19:40,TRUE,2023
Ingeniería Electromecánica,Gestión y Mantenimiento Electromecánico,Curso 1,Aula 2.3,Viernes,19:40,22:45,TRUE,2023
Ingeniería Electromecánica,Máquinas y Equipos de Transporte,Curso 1,,Sábado,08:00,11:15,TRUE,2023
